Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,ENCOUNTERS,PROCEDURES
1e3d5712-f47c-38fe-82a8-bad83f95ae92,b6eeaaf7-1683-3bcb-b6ee-81ce304636ef,Ariane992 Pagac496,F,GENERAL PRACTICE,170 GOVERNORS AVE,MELROSE,MA,021763225,42.4564323,-71.064182,204,0
3cd437d3-f92a-3531-87ba-8a072461940e,1c42af32-f17e-32ec-b007-4ff8e2de493e,Sherman440 Wunsch504,M,GENERAL PRACTICE,235 NORTH PEARL STREET,STOUGHTON,MA,020723396,42.1004556,-71.0668392,160,0
1af464e7-aa61-3670-a43d-14676128fdd3,de29a374-221b-3cb4-8051-a02c1a35e5b7,Morgan564 Marvin195,M,GENERAL PRACTICE,562 WASHINGTON ST,SOUTH ATTLEBORO,MA,027036942,41.912892049999996,-71.36135809627689,97,0
76713f12-d4c6-3dec-b7f0-8745d70cac7a,b03b624d-c939-3688-986d-9555b8009a3b,Trinity427 Hartmann983,F,GENERAL PRACTICE,230 MAPLE ST,HOLYOKE,MA,010405144,42.207406,-72.608419,7,0
84194999-7550-34fe-bae0-26b8d6337118,ea153d0a-9ccc-3769-9a25-934b417071b7,Tashina114 Towne435,F,GENERAL PRACTICE,463 WORCESTER RD,FRAMINGHAM,MA,017015354,42.3095704,-71.4413097,44,0
ce26ddfc-46e9-3a86-a477-ab44d2f83bb2,18061fd5-fda8-3e2d-87f0-0f3c87211bcc,Omer483 Koepp521,M,GENERAL PRACTICE,1493 CAMBRIDGE ST,SOMERVILLE,MA,021431408,42.3875968,-71.0994968,55,0
9ffd42af-a478-3be6-aaee-21398e896c8f,7489f6e0-fee6-3fff-90b6-444868eb907c,Mariette443 Rau926,F,GENERAL PRACTICE,1 KIDDIE DRIVE  SUITE 106,AVON,MA,023221182,42.130150349999994,-71.05720685110387,13,0
27f25c38-efaf-363b-a554-8ba9737148ff,1e11392b-1278-3e70-93cd-f396cbd0c265,Gerry91 Block661,F,GENERAL PRACTICE,115 LINCOLN ST,NATICK,MA,017607700,42.2843753,-71.3441395,338,0
687c5a80-d166-353c-9025-45ca8c6fd7ee,13161e5b-02d2-3d19-8b48-26ef0becfc83,Janet238 Crooks415,F,GENERAL PRACTICE,165 CAPTAIN'S ROW,CHELSEA,MA,021504019,42.3917638,-71.0328284,14,0
ca219aad-eff8-3fa7-8834-ecb4e62775a0,0fedae9f-701f-3317-9b2f-69aea2202cdc,Sharron285 Batz141,F,GENERAL PRACTICE,88 EAST NEWTON STREET,WINTHROP,MA,021522715,42.3750976,-70.982827,61,0
61d16569-4a40-3fac-a347-c60cf8037114,0cc04ba5-137a-3ef8-acda-e79b25960b2a,Bernardo699 Homenick806,M,GENERAL PRACTICE,25 ADAMS ROAD,WILLIAMSTOWN,MA,012672928,42.7009605,-73.18515951851253,9,0
ad0a0948-1f0b-3db6-b785-7b7f5a80f0c7,4b7c1695-a178-3e03-8651-51acfd3b8372,Jesusita936 O'Keefe54,F,GENERAL PRACTICE,600 OLD SOMERSET AVE,NORTH DIGHTON,MA,027641824,41.86399,-71.1244904,38,0
e968018c-69b9-3de3-b2d4-48a4291f8bd3,a3327df4-d092-350b-b551-e60c82076c9a,King743 Predovic534,M,GENERAL PRACTICE,46 NORTH MAIN ST,W BROOKFIELD,MA,015853232,42.23754835,-72.13791547215251,42,0
cc15e050-af34-33b1-8cda-2d19757141b6,aade280a-3b90-3e48-9648-91109a964a63,Johna806 Klein929,F,GENERAL PRACTICE,909 SUMNER ST,DARTMOUTH,MA,027473826,41.6332267,-70.9879928,325,0
8778795a-8047-3d98-8c41-e8596a1ee0ec,981338c4-287c-3621-bc45-8b0b9f1b8922,Cari853 Kohler843,F,GENERAL PRACTICE,640 BOLTON ST,MARLBOROUGH,MA,017523999,42.3658183,-71.55914630258509,47,0
e871455b-e4a6-30ee-af5f-71da6d6186ab,e59fb2d5-508c-38c6-af2e-21d8216dd2b0,Nicholle822 Fisher429,F,GENERAL PRACTICE,759 CHESTNUT ST,WARE,MA,010821625,42.256476,-72.237482,323,0
89326db3-7a80-3a3f-a2c1-4ad0f581970e,ad007cc5-a3df-3aa7-886d-5123ab59d189,Tiesha180 Maggio310,F,GENERAL PRACTICE,85 N WASHINGTON ST,NORTH ATTLEBORO,MA,027601634,41.98443775,-71.33190349847027,2,0
654e8ed3-ccc6-3b35-9711-8d346c81635c,794b1cc2-97be-30a4-83a0-4bf6add43c74,Lillia547 Gutmann970,F,GENERAL PRACTICE,215 THATCHER STREET,BROCKTON,MA,023023949,42.0740963,-70.99660306096918,7,0
a0665dfe-17c6-3185-9868-d5686aefc9dc,440fa4b8-c731-3cf5-81d9-aa3f30a37b95,Joanna347 Abbott774,F,GENERAL PRACTICE,41 & 45 MALL ROAD,PEABODY,MA,019602901,42.5278731,-70.9286609,304,0
819e349e-35c8-330b-a918-bcea63f4d9d0,0fab3c4e-a028-39a6-b15a-be5a88b6aa2a,Miyoko154 Paucek755,F,GENERAL PRACTICE,222 STATE STREET,LUDLOW,MA,010563437,42.15547415,-72.47222226666076,880,0
816f16ac-ad98-3f23-9156-9d9aa4c2f1b8,b0016371-afcb-37a6-8f90-5e3786e7806f,Shella455 Toy286,F,GENERAL PRACTICE,629 SALISBURY ST,WORCESTER,MA,016091120,42.2932691,-71.8390048,1,0
cfbe8698-e886-3c07-afc5-37f3c552c06e,ab074997-79db-3114-b6ac-5c21cda8ee3a,Maryanne663 Abernathy524,F,GENERAL PRACTICE,111 HEADWATERS DR,HARWICH,MA,026451028,41.705945549999996,-70.08904355,3,0
d38e41da-b8e8-361c-a176-db1d8d846082,c92cc255-6778-3307-8092-987d667be4ce,Merle11 Bogisich202,M,GENERAL PRACTICE,89 FOSTER ST,PEABODY,MA,019608925,42.5278731,-70.9286609,22,0
f1a2e595-4e18-3e05-975c-3040aad01894,ad82d624-72eb-3c7d-a76d-79f2668d1390,Georgianne697 Howe413,F,GENERAL PRACTICE,3 WOODLAND RD,STONEHAM,MA,021801711,42.452443099999996,-71.08939988105112,46,0
5dcb3a03-8c2b-394b-9187-e541da5728a2,70a26106-6797-39f8-83e6-6bcf212b99ad,Christopher407 Mohr916,F,GENERAL PRACTICE,340 MAIN ST,WORCESTER,MA,016081601,42.53616075,-71.74831883675786,63,0
7db8d064-ba95-3d85-a9a5-87d34b03e1f9,b8421363-9807-3b16-a146-95336eea5cfb,Cleveland582 Kuphal363,M,GENERAL PRACTICE,30 LOCUST ST,NORTHAMPTON,MA,010602052,42.33032115,-72.65330802608176,9,0
63299a1d-fd7b-34fb-9ffc-c65af1ab25f7,24460683-f514-37ef-98c1-724b2fc9aa2a,Dale454 Wilderman619,M,GENERAL PRACTICE,60 HODGES AVE,TAUNTON,MA,027803034,41.91158935,-71.10129620180315,748,0
e4dfec63-9c1d-35cd-907c-f37c0baa61f3,fbd4ccdf-2fdb-3652-9bbe-1ccff886bd34,Tana168 Collins926,F,GENERAL PRACTICE,320 CENTRAL STREET  UNIT A2,SAUGUS,MA,019062372,42.4632069,-71.0093761,4,0
bbf59897-2f2e-336d-9b06-a71f911a9a92,b8e724d5-b999-3029-8a2d-ad30fbd0b9ce,Dorris197 Rolfson709,F,GENERAL PRACTICE,63 MAIN ST,BROCKTON,MA,023014042,42.084598840000005,-71.01995972,68,0
030d86b0-fe6a-3927-95c0-0b96f8106ff9,901c2d40-1ca3-3879-9a20-c663b8adc0a9,Chanelle850 Schuster709,F,GENERAL PRACTICE,800 WASHINGTON STREET,STONEHAM,MA,021802445,42.4863168,-71.0928919,123,0
47959d5e-ee8f-3e33-b2f4-c04aac632506,b9e35b8a-9831-32d8-a6dc-d7a546c126b0,Domenic627 Blick895,M,GENERAL PRACTICE,111 HUNTOON MEMORIAL HIGHWAY  1ST FLOOR,SPRINGFIELD,MA,011092550,42.1018764,-72.5886727,472,0
97955cf7-cdc0-34bd-b824-d40fcc627e9a,06988693-a9d8-392b-a2ce-a07de8a931ad,Krystyna791 Reinger292,F,GENERAL PRACTICE,136 BOSTON POST RD,SUDBURY,MA,017762406,42.3638568,-71.39664274207772,3,0
b1f018e1-db29-3bef-b6be-d51afbe65e8f,70d5bbef-3c05-3318-b9d7-003dc8fbb8cf,Wilfredo622 Little434,M,GENERAL PRACTICE,33 SUMMER ST,TAUNTON,MA,027803479,41.9005416,-71.08895606814966,1,0
e538124d-5991-3f16-bb02-4536551762b4,7a75decf-7d3f-3b0d-8c2b-3abf0a8c7f58,Afton574 Kulas532,F,GENERAL PRACTICE,169 LIBERTY ST,MIDDLETON,MA,019491003,42.615226050000004,-71.0144865346162,49,0
e19ace55-7b58-3a6b-9ef1-113c33b0047a,38508743-50d1-3429-8fe2-37e42ddaf20e,Marth98 Mayer370,F,GENERAL PRACTICE,164 HIGH ST,GREENFIELD,MA,013012778,42.595268700000005,-72.59288632376354,61,0
efaedea4-0251-3e1f-beb9-2602fd04abad,e1818b21-4458-3b9c-b2b8-7ed6f57ae078,Sid118 Wilderman619,M,GENERAL PRACTICE,2399 BOSTON ROAD,WILBRAHAM,MA,010951185,42.14668485,-72.45048427046072,26,0
29a4aec7-a06e-3b30-a72d-e7bbce260ef3,1d87bbfa-19aa-3128-adca-420ff8d5a12a,Junior695 Pacocha935,M,GENERAL PRACTICE,771 CHURCH ST,NORTH ADAMS,MA,012474109,42.680927100000005,-73.09950699822534,42,0
c056a33b-ecd0-33e0-95d3-bc4e1bb0718a,f2068cee-c75c-321d-9b2c-c33535db89c9,Charles364 Prosacco716,F,GENERAL PRACTICE,32 BOSSI AVE,RANDOLPH,MA,023682002,42.20017865,-71.0582074,72,0
3c54777d-96e6-34be-8192-0ce1f623d789,357e489c-304e-3495-8354-62e85b5896b5,Marlys304 Schoen8,F,GENERAL PRACTICE,75 HERRICK ST,BEVERLY,MA,019155900,42.56305785,-70.87604053437136,34,0
2fe63e92-80ba-3c89-a61f-1cc57115b24e,5018c664-e283-30eb-932a-529d9a19b3b5,Rochell365 Stehr398,F,GENERAL PRACTICE,300 SOUTH ST,WOBURN,MA,018014979,42.473347,-71.144086,123,0
78533487-be9e-32b8-9e26-601d7cd5c5fe,0caa0116-ef9a-3d4c-bcff-9c405a9d2bda,Aubrey96 Emard19,M,GENERAL PRACTICE,105 CHESTNUT ST STE 35,PLYMOUTH,MA,023604054,41.884685,-70.847219,93,0
3ef9823d-c85d-31b0-9258-d2b3ef7091bd,4ff3563e-f909-3a06-902d-26c28d9d5355,Kirk871 Cormier289,M,GENERAL PRACTICE,876 FALMOUTH RD,HYANNIS,MA,026012322,41.6619029,-70.31909857281401,1,0
dcdb933f-9a50-3a40-8e35-edeb04a66229,d140ed3f-2696-3e78-bd77-1c959ec4fc4d,Jamal145 Marks830,M,GENERAL PRACTICE,863 HATHAWAY ROAD,NEW BEDFORD,MA,027401916,41.6512968,-70.9669902070805,25,0
95cffceb-9ed9-3a70-8460-98b826137ee8,bccd7d67-203c-3d93-b6b0-bff5a146cd1d,Courtney281 Kihn564,M,GENERAL PRACTICE,286 WASHINGTON ST,STOUGHTON,MA,020721763,42.1384306,-71.1022598,39,0
d63b16b8-88ce-39e4-8a3f-d950569bfea1,63cb4d95-04a9-3a35-b5d9-f89e0377a48d,Thanh759 Weber641,M,GENERAL PRACTICE,211 PARK ST,ATTLEBORO,MA,027033143,41.9419187,-71.2752081695297,186,0
382f637a-0b5c-3ad9-828c-59682d83e8fb,6e290541-eba3-37fc-a3e2-e58f77e84c7e,Christeen33 Toy286,F,GENERAL PRACTICE,15 LENOX ST.,SPRINGFIELD,MA,011083122,42.085779,-72.55846414285715,32,0
312a6dd1-f486-3e3f-b0b5-7c627b91937b,db28cc9a-fdfb-35a6-aef7-ab9b933ef244,Clement78 Gleason633,M,GENERAL PRACTICE,8 DANA STREET,CAMBRIDGE,MA,021385402,42.3694992,-71.11011030010101,13,0
53ef54ef-2127-35e0-8fb3-528864c1b5e9,19a65317-5d32-355e-8f82-88933d48366d,Carl856 King743,F,GENERAL PRACTICE,5 PRECINCT ST,LAKEVILLE,MA,023471468,41.8455651,-70.95195924208448,42,0
aba53952-a61c-3d62-874e-3625fb04e8e1,ee6705d5-db4a-3120-bbe1-1e72972a841f,Erick204 Huel628,M,GENERAL PRACTICE,101 JACKSON ST,LOWELL,MA,018522103,42.64221447368421,-71.31029421052632,41,0
46609313-40f5-3b4b-bab3-4d61233b3c6c,a6fb79e7-4abb-3a68-b62d-e501427fdca4,Barb55 Renner328,F,GENERAL PRACTICE,489 WASHINGTON ST STE 202,AUBURN,MA,015015709,42.187836,-71.83104,50,0
1fb98c15-6a36-394d-a00a-d9874c838cca,52e42aa3-27fb-3298-a3ae-25529dfe6347,Kaley842 Mills423,F,GENERAL PRACTICE,85 BEAUMONT DR,NORTHBRIDGE,MA,015341093,42.15719035,-71.6521339767302,2,0
105cb502-b7cb-3c24-ae9e-d4af1c34b962,9d0e702d-50a0-3f4c-9126-0951d560fd4b,Otha286 Roberts511,M,GENERAL PRACTICE,189 MAY ST,WORCESTER,MA,016024339,42.25986305,-71.83597786023279,601,0
69dbe58f-3761-3d44-b9f8-bc40cdb7c537,ea8d287f-b3a9-3800-8798-788e334ee406,Shirly501 Kuphal363,F,GENERAL PRACTICE,81 HIGHLAND AVE,SWAMPSCOTT,MA,019072928,42.4699241,-70.9171507,5,0
d4ccd7a6-2068-3f8f-a5af-b86e3ec09769,c7542447-e06e-32cb-b6db-243c23a0dbc2,Raquel318 Leyva523,F,GENERAL PRACTICE,30 WARREN ST,BOSTON,MA,021353602,42.3501483,-71.14393324457691,53,0
c43464a9-e8d8-3dde-87ec-abccb3e401fb,50c47685-8125-3c50-8311-8bd7ba9e9108,Beth967 McKenzie376,F,GENERAL PRACTICE,4199 WASHINGTON ST,ROSLINDALE,MA,021311733,42.2871447,-71.1277526,33,0
b3e66b77-dac1-3c9f-85d2-7b9bf360e536,6dafa732-cdaa-37ab-a33c-b14878e841d7,September423 Howe413,F,GENERAL PRACTICE,400 BROOKSBY VILLAGE DRIVE,PEABODY,MA,019601488,42.55186794282506,-70.97276672693852,5,0
0f991209-17c4-31e3-bcd4-9b6d4575a487,0b2738b6-7911-3aa4-8b6e-7e1df7c14fe1,Hilton264 Stokes453,M,GENERAL PRACTICE,888 N MAIN ST,BROCKTON,MA,023011668,42.1061239,-71.02807965450519,1,0
5f8df664-267a-3977-835b-997c715fb833,46375470-1e20-3ddc-8dc5-010ba53826b6,Clara183 Reynolds644,F,GENERAL PRACTICE,40 WRIGHT ST,PALMER,MA,010691138,42.16934095,-72.34120457065711,115,0
4a85cbbb-a51e-39c9-8516-ddce315d1d37,aba3e6f6-4562-342e-b90f-dd61b117f394,Maryjane289 White193,F,GENERAL PRACTICE,438 CHESTNUT STREET,SPRINGFIELD,MA,011072008,42.11291091861002,-72.59692685125127,6,0
cf062e45-2132-356f-a288-b256e6cd232d,a4b91172-69e7-3895-bd89-b9a0868de5c2,Salvador46 Wolff180,M,GENERAL PRACTICE,651 ORCHARD ST,NEW BEDFORD,MA,027441052,41.6149879,-70.93113851963673,70,0
c7f47617-9df9-3a0d-87b0-4ca1132304ec,47fb5a56-bee5-3ecd-9958-706b20831c82,Ezra452 Torp761,M,GENERAL PRACTICE,600 CUMMINGS CENTER  SUITE 270X,WOBURN,MA,018016356,42.4792618,-71.1522766,6,0
02a50e1a-230d-367c-9206-02e7726a0731,eee00932-ca82-36bc-b7e8-e3fff6dbaeaa,Cira533 Hane680,F,GENERAL PRACTICE,450 BROOKLINE AVE,WEYMOUTH,MA,021893141,42.2212188,-70.9391625,348,0
2482bb35-6e58-3da4-8bd8-33e4199f703f,50c7f768-9138-3dae-a67d-953bdf9ad754,Evelia928 Bogisich202,F,GENERAL PRACTICE,125 COUNTY STREET,TAUNTON,MA,027803561,41.8960599,-71.07799243944345,30,0
a19f3621-7ff2-36db-801f-1d4d6c761435,be509ccb-bfb7-3b87-8945-8426b689ef9d,Chong355 Balistreri607,F,GENERAL PRACTICE,2049 DORCHESTER AVENUE,BOSTON,MA,021244742,42.3554334,-71.060511,1,0
b9e11da7-6e61-3aa4-8e09-8c674b4c3c70,a06b1a97-d6ce-3ea1-ba4a-2ef85a8114ab,Wanda961 Goyette777,F,GENERAL PRACTICE,400 GROTON ROAD,AYER,MA,014321171,42.57821195,-71.5733060441645,36,0
562b502b-0221-31e6-8665-12c6b21dd8e9,6c7fe370-02c4-3537-8f5e-373b2168b933,Charlesetta336 Swift555,F,GENERAL PRACTICE,60 HOSPITAL ROAD,LEOMINSTER,MA,014533791,42.54031915,-71.76312990486304,13,0
0a91b197-21c3-3990-949e-c27081675dfb,f8918a95-31e8-3ac4-8d12-29ca6080ebda,Domitila545 Vandervort697,F,GENERAL PRACTICE,199 REEDSDALE RD,MILTON,MA,021863926,42.251368299999996,-71.0768393856917,338,0
837e0895-da08-39b8-9ed1-a7e1f7a2deea,8d5880eb-1dd8-31ea-b7c5-21709f3bb341,Jared66 Satterfield305,M,GENERAL PRACTICE,50 ROWE ST,MELROSE,MA,021763201,42.4592093,-71.06078096379728,19,0
1f31977b-6184-3cdd-a695-7518a829286b,0ec04450-c150-322d-b2c3-1449d672a23c,Renaldo199 Huels583,M,GENERAL PRACTICE,110 W SQUANTUM ST,NORTH QUINCY,MA,021712122,42.27259075,-71.03082765,31,0
9d94ae74-997e-3747-b2b1-29071d042ae6,3ff0f58b-7a1f-3334-9449-ff15f68b7d86,Winston220 McCullough561,M,GENERAL PRACTICE,275 SANDWICH ST,PLYMOUTH,MA,023607761,41.94186605,-70.6455366462985,237,0
73a48707-f70c-3751-ac1f-d52d8da911aa,75846b1f-d0ec-3255-9bdd-d09eb0a9dd0d,Paul232 Bartell116,M,GENERAL PRACTICE,575 BEECH ST,HOLYOKE,MA,010402296,42.20105435,-72.628169560868,26,0
cc62717f-5f44-36f0-8654-049a22b0c1c9,dd280187-8662-3732-af81-595d10572911,Clifton91 Lakin515,M,GENERAL PRACTICE,4499 ACUSHNET AVE,NEW BEDFORD,MA,027454707,41.74026055,-70.9450945705336,145,0
59a3fc23-5375-3f63-a2a7-c3babf26f75a,a6964d47-8af0-3df2-b99d-d8414eb1cfa3,Adrienne302 Schiller186,F,GENERAL PRACTICE,200 MAY ST,SOUTH ATTLEBORO,MA,027035520,41.924394750000005,-71.36076410900014,123,0
455c9659-d966-3cb9-a135-2599f7d0f038,a7b047dd-186a-32de-8187-b0853c05aed6,Melida518 Mayert710,F,GENERAL PRACTICE,180 LOW STREET,NEWBURYPORT,MA,019503519,42.815683050000004,-70.89666045994463,6,0
d0057050-6ef3-34c6-a9c5-2388ef5c9c9e,542185c1-943a-30f4-aba0-0efaa92488a4,Wilbur107 Rau926,M,GENERAL PRACTICE,142 LAKE ST,ARLINGTON,MA,024764738,42.40328885,-71.15140830652837,47,0
37e47ef2-bc9c-3be3-aa18-c9b8d0dc0394,de32e6d9-848e-35d4-a217-e62eb5e0bc7b,Elise948 Abbott774,F,GENERAL PRACTICE,77 HIGH ST,NEWBURYPORT,MA,019503071,42.8055312,-70.87001791778893,1,0
734b372a-3fd5-302f-91f2-dfa1ae2c14ea,44cb1162-a345-3477-8723-c202a3c8cdcd,Shaquita282 Graham902,F,GENERAL PRACTICE,73 W MAIN ST,HOPKINTON,MA,017481619,42.21799145,-71.54005509979045,91,0
01e64ca0-9d56-31ff-bfeb-ad7ba6e28425,0519b293-2e92-3eb3-aeef-233da0babc93,Mayte822 Enríquez603,F,GENERAL PRACTICE,40 PARKHURST ROAD,CHELMSFORD,MA,018241511,42.6198215,-71.36189212971482,1,0
